1.95, 5.67
1.95, 5.67
1.95, 5.67
1.95, 5.67
1.95, 5.67
1.95, 5.67
1.95, 5.67
1.95, 5.67
1.95, 5.67
1.95, 5.67
1.95, 5.67
1.95, 5.67
1.95, 5.67
1.95, 5.67
1.95, 5.67
1.95, 5.67
1.95, 5.67
1.95, 5.67
1.95, 5.67
1.95, 5.67
1.95, 5.67
1.95, 5.67
1.95, 5.67
1.95, 5.67
1.95, 5.67
1.95, 5.67
1.95, 5.67
1.95, 5.67
1.95, 5.67
1.95, 5.67
1.95, 5.67
1.95, 5.67
1.95, 5.67
1.95, 5.67
1.95, 5.67
1.95, 5.67
1.95, 5.67
1.95, 5.67
1.95, 5.66
1.95, 5.67
1.95, 5.67
1.95, 5.67
1.95, 5.67
1.95, 5.67
1.95, 5.67
1.95, 5.67
1.95, 5.67
1.95, 5.67
1.95, 5.67
1.95, 5.67
1.95, 5.67
1.95, 5.67
1.95, 5.66
1.97, 5.64
2.02, 5.61
2.04, 5.60
2.07, 5.60
2.01, 5.53
1.93, 5.44
1.92, 5.40
1.87, 5.37
1.82, 5.36
1.78, 5.36
1.87, 5.40
2.00, 5.41
2.06, 5.38
2.16, 5.53
2.28, 5.66
2.32, 5.78
2.28, 5.78
2.25, 5.64
2.30, 5.58
2.21, 5.49
2.03, 5.36
1.89, 5.30
1.81, 5.31
1.90, 5.38
1.99, 5.39
2.06, 5.38
2.15, 5.50
2.28, 5.63
2.24, 5.72
2.18, 5.68
2.20, 5.58
2.24, 5.53
2.03, 5.47
1.88, 5.35
1.83, 5.34
1.82, 5.38
1.96, 5.37
1.94, 5.29
2.08, 5.40
2.21, 5.55
2.29, 5.68
2.22, 5.71
2.14, 5.67
2.25, 5.59
2.18, 5.52
1.98, 5.40
1.88, 5.34
1.84, 5.35
1.90, 5.42
1.98, 5.36
2.06, 5.35
2.14, 5.52
2.28, 5.64
2.26, 5.71
2.15, 5.70
2.22, 5.61
2.32, 5.57
2.11, 5.44
1.94, 5.34
1.85, 5.32
1.86, 5.37
1.96, 5.36
2.02, 5.30
2.12, 5.47
2.26, 5.60
2.29, 5.69
2.20, 5.68
2.15, 5.60
2.28, 5.54
2.11, 5.45
1.92, 5.34
1.85, 5.31
1.86, 5.35
1.97, 5.37
2.06, 5.35
2.17, 5.54
2.25, 5.66
2.18, 5.68
2.13, 5.63
2.22, 5.57
2.18, 5.51
1.95, 5.40
1.85, 5.35
1.82, 5.36
1.88, 5.42
1.96, 5.37
2.06, 5.35
2.14, 5.56
2.25, 5.67
2.23, 5.72
2.14, 5.68
2.22, 5.62
2.21, 5.55
1.98, 5.42
1.86, 5.35
1.84, 5.36
1.89, 5.43
